0.1864,0.39372,0.21849
0.14743,0.43752,0.16807
0.14116,0.42494,0.18487
0.14478,0.40705,0.18487
0.10226,0.44917,0.13445
0.074379,0.49818,0.10084
0.056861,0.54487,0.10084
0.05219,0.5417,0.084034
0.036702,0.58858,0.07563
0.017782,0.71494,0.058824
0.025161,0.64794,0.058824
0.050887,0.55531,0.092437
0.12572,0.42345,0.16807
0.14968,0.4022,0.18487
0.099398,0.45401,0.14286
0.077996,0.49483,0.12605
0.081845,0.48504,0.13445
0.11405,0.43323,0.15966
0.18103,0.36651,0.2437
0.13847,0.40322,0.18487
0.13024,0.41096,0.18487
0.17495,0.37573,0.2437
0.32631,0.29764,0.40336
0.42923,0.26176,0.57983
0.3768,0.27686,0.51261
0.20049,0.35682,0.32773
0.073846,0.49399,0.12605
0.041507,0.58317,0.084034
0.091852,0.46724,0.14286
0.1,0.46491,0.15966
0.06483,0.52018,0.11765
0.01604,0.70618,0.05042
0.028716,0.62799,0.067227
0.068391,0.51701,0.11765
0.28028,0.33417,0.36975
0.22006,0.33995,0.2605
0.1827,0.3612,0.22689
0.16041,0.38561,0.17647
0.1732,0.37555,0.21008
0.20107,0.35365,0.22689
0.22236,0.34358,0.2437
0.19909,0.35561,0.23529
0.18416,0.3749,0.20168
0.30264,0.30277,0.32773
0.28594,0.30603,0.31092
0.51076,0.2326,0.55462
0.31523,0.28031,0.36975
0.22468,0.31274,0.29412
0.34221,0.27602,0.45378
0.15122,0.35877,0.22689
0.1157,0.39931,0.15966
0.08424,0.43845,0.13445
0.040444,0.5294,0.084034
0.04563,0.52418,0.10084
0.080579,0.45774,0.12605
0.18539,0.34862,0.22689
0.23752,0.30951,0.31092
0.20258,0.32373,0.26891
0.25311,0.30128,0.34454
0.21994,0.32625,0.30252
0.19265,0.36772,0.23529
0.13521,0.40546,0.16807
0.14428,0.39102,0.16807
0.16073,0.37424,0.21008
0.16648,0.36362,0.19328
0.24242,0.30957,0.26891
0.30807,0.28236,0.35294
0.30126,0.28115,0.35294
0.28662,0.28404,0.35294
0.20622,0.3146,0.2605
0.17059,0.33249,0.21849
0.172,0.33119,0.2437
0.18607,0.32793,0.23529
0.13531,0.35505,0.21008
0.057269,0.47395,0.10084
0.038928,0.52008,0.084034
0.038122,0.5157,0.07563
0.066056,0.45653,0.11765
0.099657,0.39335,0.13445
0.13472,0.35477,0.18487
0.17037,0.32737,0.23529
0.16724,0.33799,0.23529
0.11829,0.40397,0.16807
0.11773,0.41133,0.15126
0.12802,0.40304,0.15966
0.18618,0.36297,0.2521
0.18878,0.35132,0.2437
0.19082,0.34638,0.21008
0.32274,0.28078,0.38655
0.36306,0.25366,0.4958
0.23094,0.29214,0.28571
0.14126,0.34424,0.17647
0.13867,0.34778,0.18487
0.11543,0.36716,0.15126
0.10854,0.37657,0.15126
0.10916,0.3721,0.15126
0.06065,0.43081,0.084034
0.10018,0.38375,0.11765
0.15194,0.33427,0.18487
0.40587,0.24303,0.46218
0.57564,0.20007,0.68067
0.41788,0.23167,0.48739
0.31551,0.26456,0.35294
0.22115,0.30957,0.2605
0.23416,0.3092,0.2437
0.24217,0.31246,0.2437
0.18969,0.34517,0.21008
0.18081,0.35402,0.19328
0.23156,0.31926,0.23529
0.50436,0.2353,0.51261
0.61502,0.20212,0.67227
0.48573,0.2106,0.54622
0.31213,0.25282,0.35294
0.24028,0.28488,0.26891
0.10818,0.37583,0.11765
0.17477,0.31771,0.17647
0.084804,0.40919,0.10084
0.044095,0.49185,0.067227
0.031514,0.52614,0.05042
0.054638,0.46436,0.07563
0.080501,0.43304,0.10924
0.25375,0.28702,0.28571
0.30849,0.25999,0.31092
0.39307,0.23418,0.44538
0.31382,0.27211,0.34454
0.28784,0.28907,0.27731
0.34999,0.26987,0.33613
0.32075,0.28795,0.31933
0.22921,0.33277,0.23529
0.25969,0.33743,0.2437
0.24761,0.33482,0.2437
0.27988,0.3201,0.28571
0.2996,0.29829,0.32773
0.24736,0.31842,0.26891
0.39029,0.26093,0.42857
0.21226,0.30472,0.21849
0.14257,0.34852,0.14286
0.13541,0.34368,0.14286
0.084965,0.39717,0.10084
0.063542,0.43584,0.07563
0.025209,0.54403,0.042017
0.02974,0.528,0.042017
0.11746,0.38692,0.13445
0.33508,0.26176,0.34454
0.57182,0.20604,0.55462
0.33364,0.26186,0.36134
0.24141,0.3051,0.2437
0.19609,0.33734,0.21008
0.23702,0.32075,0.23529
0.21548,0.33044,0.21849
0.1637,0.3776,0.16807
